# AGH 过滤明细日志 - 2026-02-20 02:34:46
================================================================================
[白名单] @@||ui.ads.microsoft.com^                     # 父域覆盖: ads.microsoft.com
[黑名单] ||*cdn-settings.appsflyersdk.com^             # 父域覆盖: appsflyersdk.com
[黑名单] ||*conversions.appsflyersdk.com^              # 父域覆盖: appsflyersdk.com
[黑名单] ||*launches.appsflyersdk.com^                 # 父域覆盖: appsflyersdk.com
[黑名单] ||*register.appsflyersdk.com^                 # 父域覆盖: appsflyersdk.com
[黑名单] ||1.lishibu.com^                              # 父域覆盖: lishibu.com
[黑名单] ||100.admin5.com^                             # 父域覆盖: admin5.com
[黑名单] ||1000ps.oewabox.at^                          # 父域覆盖: oewabox.at
[黑名单] ||13js1lbtbj3.sparkloop.app^                  # 父域覆盖: sparkloop.app
[黑名单] ||2.livejasmin.com^                           # 父域覆盖: livejasmin.com
[黑名单] ||22153974.branch.rocks^                      # 父域覆盖: branch.rocks
[黑名单] ||2468.go2cloud.org^                          # 父域覆盖: go2cloud.org
[黑名单] ||a.adsession.com^                            # 父域覆盖: adsession.com
[黑名单] ||a.deadlinefunnel.com^                       # 父域覆盖: deadlinefunnel.com
[黑名单] ||a.dynad.net^                                # 父域覆盖: dynad.net
[黑名单] ||a.etology.com^                              # 父域覆盖: etology.com
[黑名单] ||a.fapcat.com^                               # 父域覆盖: fapcat.com
[黑名单] ||a.hstrck.com^                               # 父域覆盖: hstrck.com
[黑名单] ||a.itsmore.cn^                               # 父域覆盖: itsmore.cn
[黑名单] ||a.mabipa.com^                               # 父域覆盖: mabipa.com
[黑名单] ||a.miyudaquan.top^                           # 父域覆盖: miyudaquan.top
[黑名单] ||a.plerdy.com^                               # 父域覆盖: plerdy.com
[黑名单] ||a.triggit.com^                              # 父域覆盖: triggit.com
[黑名单] ||a.visualrevenue.com^                        # 父域覆盖: visualrevenue.com
[黑名单] ||a.wifi33.com^                               # 父域覆盖: wifi33.com
[黑名单] ||a1at.mno.link^                              # 父域覆盖: mno.link
[黑名单] ||a3.ogt.jp^                                  # 父域覆盖: ogt.jp
[黑名单] ||ab.cnbanbao.com^                            # 父域覆盖: cnbanbao.com
[黑名单] ||ac.atpanel.com^                             # 父域覆盖: atpanel.com
[黑名单] ||acbp0020171456.page.tl^                     # 父域覆盖: page.tl
[黑名单] ||accwww9.53kf.com^                           # 父域覆盖: 53kf.com
[黑名单] ||active-email.branch.rocks^                  # 父域覆盖: branch.rocks
[黑名单] ||ad*.nexage.com^                             # 父域覆盖: nexage.com
[黑名单] ||ad-specs.guoshipartners.com^                # 父域覆盖: guoshipartners.com
[黑名单] ||ad.adorika.com^                             # 父域覆盖: adorika.com
[黑名单] ||ad.adpon.jp^                                # 父域覆盖: adpon.jp
[黑名单] ||ad.afy11.net^                               # 父域覆盖: afy11.net
[黑名单] ||ad.bannerbank.ru^                           # 父域覆盖: bannerbank.ru
[黑名单] ||ad.lomadee.com^                             # 父域覆盖: lomadee.com
[黑名单] ||ad.yieldmanager.com^                        # 父域覆盖: yieldmanager.com
[黑名单] ||ad0.bigmir.net^                             # 父域覆盖: bigmir.net
[黑名单] ||ad1.bannerbank.ru^                          # 父域覆盖: bannerbank.ru
[黑名单] ||ad10.bannerbank.ru^                         # 父域覆盖: bannerbank.ru
[黑名单] ||ad11.bannerbank.ru^                         # 父域覆盖: bannerbank.ru
[黑名单] ||ad12.bannerbank.ru^                         # 父域覆盖: bannerbank.ru
[黑名单] ||ad131m.adk2.co^                             # 父域覆盖: adk2.co
[黑名单] ||ad2.bannerbank.ru^                          # 父域覆盖: bannerbank.ru
[黑名单] ||ad3.bannerbank.ru^                          # 父域覆盖: bannerbank.ru
[黑名单] ||ad4.bannerbank.ru^                          # 父域覆盖: bannerbank.ru
[黑名单] ||ad5.bannerbank.ru^                          # 父域覆盖: bannerbank.ru
[黑名单] ||ad6.bannerbank.ru^                          # 父域覆盖: bannerbank.ru
[黑名单] ||ad7.bannerbank.ru^                          # 父域覆盖: bannerbank.ru
[黑名单] ||ad7.bigmir.net^                             # 父域覆盖: bigmir.net
[黑名单] ||ad8.bannerbank.ru^                          # 父域覆盖: bannerbank.ru
[黑名单] ||ad9.bannerbank.ru^                          # 父域覆盖: bannerbank.ru
[黑名单] ||admin.adsession.com^                        # 父域覆盖: adsession.com
[黑名单] ||admin.etology.com^                          # 父域覆盖: etology.com
[黑名单] ||ado.icorp.ro^                               # 父域覆盖: icorp.ro
[黑名单] ||adpia130611.adpinfo.com^                    # 父域覆盖: adpinfo.com
[黑名单] ||ads-ios-sdk.ogury.co^                       # 父域覆盖: ogury.co
[黑名单] ||ads-rm.looksmart.com^                       # 父域覆盖: looksmart.com
[黑名单] ||ads.ad2iction.com^                          # 父域覆盖: ad2iction.com
[黑名单] ||ads.addynamix.com^                          # 父域覆盖: addynamix.com
[黑名单] ||ads.adsbookie.com^                          # 父域覆盖: adsbookie.com
[黑名单] ||ads.adsrvmedia.com^                         # 父域覆盖: adsrvmedia.com
[黑名单] ||ads.adviad.com^                             # 父域覆盖: adviad.com
[黑名单] ||ads.asiafriendfinder.com^                   # 父域覆盖: asiafriendfinder.com
[黑名单] ||ads.belointeractive.com^                    # 父域覆盖: belointeractive.com
[黑名单] ||ads.bizx.info^                              # 父域覆盖: bizx.info
[黑名单] ||ads.bulldogcpi.com^                         # 父域覆盖: bulldogcpi.com
[黑名单] ||ads.businessclick.com^                      # 父域覆盖: businessclick.com
[黑名单] ||ads.program3.com^                           # 父域覆盖: program3.com
[黑名单] ||ads.redlightcenter.com^                     # 父域覆盖: redlightcenter.com
[黑名单] ||ads.supplyframe.com^                        # 父域覆盖: supplyframe.com
[黑名单] ||ads2.adviad.com^                            # 父域覆盖: adviad.com
[黑名单] ||ads3.adviad.com^                            # 父域覆盖: adviad.com
[黑名单] ||ads4.adviad.com^                            # 父域覆盖: adviad.com
[黑名单] ||adsmind.gdtimg.com^                         # 父域覆盖: gdtimg.com
[黑名单] ||adstat.4u.pl^                               # 父域覆盖: 4u.pl
[黑名单] ||adv.publy.net^                              # 父域覆盖: publy.net
[黑名单] ||ae.gsecondscreen.com^                       # 父域覆盖: gsecondscreen.com
[黑名单] ||af.click.ru^                                # 父域覆盖: click.ru
[黑名单] ||affiliate.2mdn.net^                         # 父域覆盖: 2mdn.net
[黑名单] ||afinder.oewabox.at^                         # 父域覆盖: oewabox.at
[黑名单] ||aim.loc.kr^                                 # 父域覆盖: loc.kr
[黑名单] ||airs.adpinfo.com^                           # 父域覆盖: adpinfo.com
[黑名单] ||akaads-espn.starwave.com^                   # 父域覆盖: starwave.com
[黑名单] ||akatracking.esearchvision.com^              # 父域覆盖: esearchvision.com
[黑名单] ||akr.usesfathom.com^                         # 父域覆盖: usesfathom.com
[黑名单] ||alpha.easy-hit-counters.com^                # 父域覆盖: easy-hit-counters.com
[黑名单] ||alphalux.oewabox.at^                        # 父域覆盖: oewabox.at
[黑名单] ||altg.widerplanet.com^                       # 父域覆盖: widerplanet.com
[黑名单] ||amazon-email.branch.rocks^                  # 父域覆盖: branch.rocks
[黑名单] ||analytics*.carambo.la^                      # 父域覆盖: carambo.la
[黑名单] ||analytics-script.ad-shield.io^              # 父域覆盖: ad-shield.io
[黑名单] ||analytics.adjust.world^                     # 父域覆盖: adjust.world
[黑名单] ||analytics.ahrefs.com^                       # 父域覆盖: ahrefs.com
[黑名单] ||analytics.alright.network^                  # 父域覆盖: alright.network
[黑名单] ||analytics.contentexchange.me^               # 父域覆盖: contentexchange.me
[黑名单] ||analytics.myfidevs.io^                      # 父域覆盖: myfidevs.io
[黑名单] ||analytics.myfinance.com^                    # 父域覆盖: myfinance.com
[黑名单] ||analytics.qushad.com^                       # 父域覆盖: qushad.com
[黑名单] ||analytics.recruitics.com^                   # 父域覆盖: recruitics.com
[黑名单] ||analytics.supplyframe.com^                  # 父域覆盖: supplyframe.com
[黑名单] ||any.realbig.media^                          # 父域覆盖: realbig.media
[黑名单] ||apac.adpinfo.com^                           # 父域覆盖: adpinfo.com
[黑名单] ||api*.amplitude.com^                         # 父域覆盖: amplitude.com
[黑名单] ||api*.batmobi.net^                           # 父域覆盖: batmobi.net
[黑名单] ||api*.moengage.com^                          # 父域覆盖: moengage.com
[黑名单] ||api-pixels.easyadsapp.com^                  # 父域覆盖: easyadsapp.com
[黑名单] ||api.adcalls.nl^                             # 父域覆盖: adcalls.nl
[黑名单] ||api.adviad.com^                             # 父域覆盖: adviad.com
[黑名单] ||api.affinesystems.com^                      # 父域覆盖: affinesystems.com
[黑名单] ||api.amplitude.com^                          # 父域覆盖: amplitude.com
[黑名单] ||api.bugsnag.com^                            # 父域覆盖: bugsnag.com
[黑名单] ||api.clickaine.com^                          # 父域覆盖: clickaine.com
[黑名单] ||api.flocktory.com^                          # 父域覆盖: flocktory.com
[黑名单] ||api.getdrip.com^                            # 父域覆盖: getdrip.com
[黑名单] ||api.ibeat-analytics.com^                    # 父域覆盖: ibeat-analytics.com
[黑名单] ||api.inwemo.com^                             # 父域覆盖: inwemo.com
[黑名单] ||api.itaoxiaoshuo.com^                       # 父域覆盖: itaoxiaoshuo.com
[黑名单] ||api.moengage.com^                           # 父域覆盖: moengage.com
[黑名单] ||api.optnmnstr.com^                          # 父域覆盖: optnmnstr.com
[黑名单] ||api.rollbar.com^                            # 父域覆盖: rollbar.com
[黑名单] ||api.sail-personalize.com^                   # 父域覆盖: sail-personalize.com
[黑名单] ||api.sprig.com^                              # 父域覆盖: sprig.com
[黑名单] ||api.taggrs.io^                              # 父域覆盖: taggrs.io
[黑名单] ||api.taps.io^                                # 父域覆盖: taps.io
[黑名单] ||api.zhy333.com^                             # 父域覆盖: zhy333.com
[黑名单] ||api16-access-ttp*.tiktokpangle-b.us^        # 父域覆盖: tiktokpangle-b.us
[黑名单] ||api2.amplitude.com^                         # 父域覆盖: amplitude.com
[黑名单] ||apiadapter.ad5track.com^                    # 父域覆盖: ad5track.com
[黑名单] ||apiv2.moengage.com^                         # 父域覆盖: moengage.com
[黑名单] ||apiv2.popupsmart.com^                       # 父域覆盖: popupsmart.com
[黑名单] ||apiv3.moengage.com^                         # 父域覆盖: moengage.com
[黑名单] ||apodir.oewabox.at^                          # 父域覆盖: oewabox.at
[黑名单] ||app.adjust.world^                           # 父域覆盖: adjust.world
[黑名单] ||app.adviad.com^                             # 父域覆盖: adviad.com
[黑名单] ||app.ardalio.com^                            # 父域覆盖: ardalio.com
[黑名单] ||app.bugsnag.com^                            # 父域覆盖: bugsnag.com
[黑名单] ||app.leadsrx.com^                            # 父域覆盖: leadsrx.com
[黑名单] ||apps.livejasmin.com^                        # 父域覆盖: livejasmin.com
[黑名单] ||apv-launcher.minute.ly^                     # 父域覆盖: minute.ly
[黑名单] ||arboe.oewabox.at^                           # 父域覆盖: oewabox.at
[黑名单] ||archsmarter.usesfathom.com^                 # 父域覆盖: usesfathom.com
[黑名单] ||as.sexad.net^                               # 父域覆盖: sexad.net
[黑名单] ||aschreib.oewabox.at^                        # 父域覆盖: oewabox.at
[黑名单] ||ascout24.oewabox.at^                        # 父域覆盖: oewabox.at
[黑名单] ||assets.publicgood.com^                      # 父域覆盖: publicgood.com
[黑名单] ||astg.widerplanet.com^                       # 父域覆盖: widerplanet.com
[黑名单] ||atvplus.oewabox.at^                         # 父域覆盖: oewabox.at
[黑名单] ||audi4e.oewabox.at^                          # 父域覆盖: oewabox.at
[黑名单] ||austria.oewabox.at^                         # 父域覆盖: oewabox.at
[黑名单] ||auth.livejasmin.com^                        # 父域覆盖: livejasmin.com
[黑名单] ||autodiscover.livejasmin.com^                # 父域覆盖: livejasmin.com
[黑名单] ||automobi.oewabox.at^                        # 父域覆盖: oewabox.at
[黑名单] ||automoto.oewabox.at^                        # 父域覆盖: oewabox.at
[黑名单] ||avasgtest.branch.rocks^                     # 父域覆盖: branch.rocks
[黑名单] ||avs.adpinfo.com^                            # 父域覆盖: adpinfo.com
[黑名单] ||avworld.activehosted.com^                   # 父域覆盖: activehosted.com
[黑名单] ||aws-api.sail-personalize.com^               # 父域覆盖: sail-personalize.com
[黑名单] ||b-gtc.getui.net^                            # 父域覆盖: getui.net
[黑名单] ||b.filexan.com^                              # 父域覆盖: filexan.com
[黑名单] ||b.grabo.bg^                                 # 父域覆盖: grabo.bg
[黑名单] ||b.trueanthem.com^                           # 父域覆盖: trueanthem.com
[黑名单] ||b1.hentaibaka.one^                          # 父域覆盖: hentaibaka.one
